Orthogroup	Vicia_faba-Fabales-Fabaceae-Vicia-1.prot	Vicia_faba-Fabales-Fabaceae-Vicia-2.prot
OG0012246	Vfaba.Tiffany.R1.1g097680.1	Vfaba.Hedin2.R1.1g129360.1
OG0012247	Vfaba.Tiffany.R1.1g097720.1	Vfaba.Hedin2.R1.1g129440.1
OG0012248	Vfaba.Tiffany.R1.1g097760.1	Vfaba.Hedin2.R1.3g092040.1
OG0012249	Vfaba.Tiffany.R1.1g097880.1	Vfaba.Hedin2.R1.1g129600.1
OG0012250	Vfaba.Tiffany.R1.1g097920.1	Vfaba.Hedin2.R1.1g129640.1
OG0012251	Vfaba.Tiffany.R1.1g097960.1	Vfaba.Hedin2.R1.1g129680.1
OG0012252	Vfaba.Tiffany.R1.1g098040.1	Vfaba.Hedin2.R1.1g129720.1
OG0012253	Vfaba.Tiffany.R1.1g098080.1	Vfaba.Hedin2.R1.1g129760.1
OG0012254	Vfaba.Tiffany.R1.1g098120.1	Vfaba.Hedin2.R1.1g129800.1
OG0012255	Vfaba.Tiffany.R1.1g098200.1	Vfaba.Hedin2.R1.1g129840.1
OG0012256	Vfaba.Tiffany.R1.1g098240.1	Vfaba.Hedin2.R1.Ung099640.1
OG0012257	Vfaba.Tiffany.R1.1g098400.1	Vfaba.Hedin2.R1.1g129880.1
OG0012258	Vfaba.Tiffany.R1.1g098480.1	Vfaba.Hedin2.R1.1g129960.1
OG0012259	Vfaba.Tiffany.R1.1g098560.1	Vfaba.Hedin2.R1.1g130080.1
OG0012260	Vfaba.Tiffany.R1.1g098600.1	Vfaba.Hedin2.R1.1g130120.1
OG0012261	Vfaba.Tiffany.R1.1g098680.1	Vfaba.Hedin2.R1.1g130160.1
OG0012262	Vfaba.Tiffany.R1.1g098720.1	Vfaba.Hedin2.R1.1g130200.1
OG0012263	Vfaba.Tiffany.R1.1g098760.1	Vfaba.Hedin2.R1.1g130240.1
OG0012264	Vfaba.Tiffany.R1.1g098880.1	Vfaba.Hedin2.R1.1g130560.1
OG0012265	Vfaba.Tiffany.R1.1g099120.1	Vfaba.Hedin2.R1.1g130720.1
OG0012266	Vfaba.Tiffany.R1.1g099160.1	Vfaba.Hedin2.R1.1g130760.1
OG0012267	Vfaba.Tiffany.R1.1g099200.1	Vfaba.Hedin2.R1.2g033280.1
OG0012268	Vfaba.Tiffany.R1.1g099360.1	Vfaba.Hedin2.R1.1g130920.1
OG0012269	Vfaba.Tiffany.R1.1g099400.1	Vfaba.Hedin2.R1.1g130960.1
OG0012270	Vfaba.Tiffany.R1.1g099480.1	Vfaba.Hedin2.R1.1g131000.1
OG0012271	Vfaba.Tiffany.R1.1g099680.1	Vfaba.Hedin2.R1.1g131320.1
OG0012272	Vfaba.Tiffany.R1.1g099720.1	Vfaba.Hedin2.R1.1g131360.1
OG0012273	Vfaba.Tiffany.R1.1g099800.1	Vfaba.Hedin2.R1.1g131400.1
OG0012274	Vfaba.Tiffany.R1.1g099880.1	Vfaba.Hedin2.R1.1g131640.1
OG0012275	Vfaba.Tiffany.R1.1g099920.1	Vfaba.Hedin2.R1.1g131760.1
OG0012276	Vfaba.Tiffany.R1.1g100080.1	Vfaba.Hedin2.R1.1g131960.1
OG0012277	Vfaba.Tiffany.R1.1g100160.1	Vfaba.Hedin2.R1.1g132000.1
OG0012278	Vfaba.Tiffany.R1.1g100240.1	Vfaba.Hedin2.R1.1g132160.1
OG0012279	Vfaba.Tiffany.R1.1g100320.1	Vfaba.Hedin2.R1.1g132200.1
OG0012280	Vfaba.Tiffany.R1.1g100360.1	Vfaba.Hedin2.R1.1g132240.1
OG0012281	Vfaba.Tiffany.R1.1g100400.1	Vfaba.Hedin2.R1.1g132280.1
OG0012282	Vfaba.Tiffany.R1.1g101080.1	Vfaba.Hedin2.R1.1g133080.1
OG0012283	Vfaba.Tiffany.R1.1g101120.1	Vfaba.Hedin2.R1.1g133120.1
OG0012284	Vfaba.Tiffany.R1.1g101720.1	Vfaba.Hedin2.R1.1g133200.1
OG0012285	Vfaba.Tiffany.R1.1g101880.1	Vfaba.Hedin2.R1.1g133360.1
OG0012286	Vfaba.Tiffany.R1.1g101920.1	Vfaba.Hedin2.R1.1g133440.1
OG0012287	Vfaba.Tiffany.R1.1g102000.1	Vfaba.Hedin2.R1.6g077800.1
OG0012288	Vfaba.Tiffany.R1.1g102160.1	Vfaba.Hedin2.R1.1g133920.1
OG0012289	Vfaba.Tiffany.R1.1g102200.1	Vfaba.Hedin2.R1.1g134000.1
OG0012290	Vfaba.Tiffany.R1.1g102280.1	Vfaba.Hedin2.R1.1g134160.1
OG0012291	Vfaba.Tiffany.R1.1g102320.1	Vfaba.Hedin2.R1.1g134200.1
OG0012292	Vfaba.Tiffany.R1.1g102560.1	Vfaba.Hedin2.R1.1g134560.1
OG0012293	Vfaba.Tiffany.R1.1g102600.1	Vfaba.Hedin2.R1.1g134640.1
OG0012294	Vfaba.Tiffany.R1.1g102720.1	Vfaba.Hedin2.R1.1g134800.1
OG0012295	Vfaba.Tiffany.R1.1g102760.1	Vfaba.Hedin2.R1.1g134840.1
OG0012296	Vfaba.Tiffany.R1.1g102800.1	Vfaba.Hedin2.R1.Ung087560.1
OG0012297	Vfaba.Tiffany.R1.1g102840.1	Vfaba.Hedin2.R1.1g134920.1
OG0012298	Vfaba.Tiffany.R1.1g103040.1	Vfaba.Hedin2.R1.1g135280.1
OG0012299	Vfaba.Tiffany.R1.1g103080.1	Vfaba.Hedin2.R1.1g135320.1
OG0012300	Vfaba.Tiffany.R1.1g103120.1	Vfaba.Hedin2.R1.1g135360.1
OG0012301	Vfaba.Tiffany.R1.1g103200.1	Vfaba.Hedin2.R1.1g135440.1
OG0012302	Vfaba.Tiffany.R1.1g103720.1	Vfaba.Hedin2.R1.1g136320.1
OG0012303	Vfaba.Tiffany.R1.1g103840.1	Vfaba.Hedin2.R1.1g136360.1
OG0012304	Vfaba.Tiffany.R1.1g103880.1	Vfaba.Hedin2.R1.1g136400.1
OG0012305	Vfaba.Tiffany.R1.1g104040.1	Vfaba.Hedin2.R1.1g136520.1
OG0012306	Vfaba.Tiffany.R1.1g104120.1	Vfaba.Hedin2.R1.1g136600.1
OG0012307	Vfaba.Tiffany.R1.1g104160.1	Vfaba.Hedin2.R1.1g136680.1
OG0012308	Vfaba.Tiffany.R1.1g104240.1	Vfaba.Hedin2.R1.1g136760.1
OG0012309	Vfaba.Tiffany.R1.1g104280.1	Vfaba.Hedin2.R1.1g136800.1
OG0012310	Vfaba.Tiffany.R1.1g104320.1	Vfaba.Hedin2.R1.1g136960.1
OG0012311	Vfaba.Tiffany.R1.1g104360.1	Vfaba.Hedin2.R1.1g137000.1
OG0012312	Vfaba.Tiffany.R1.1g104560.1	Vfaba.Hedin2.R1.1g137280.1
OG0012313	Vfaba.Tiffany.R1.1g104600.1	Vfaba.Hedin2.R1.1g137360.1
OG0012314	Vfaba.Tiffany.R1.1g104680.1	Vfaba.Hedin2.R1.1g174960.1
OG0012315	Vfaba.Tiffany.R1.1g104720.1	Vfaba.Hedin2.R1.1g137480.1
OG0012316	Vfaba.Tiffany.R1.1g104800.1	Vfaba.Hedin2.R1.1g137720.1
OG0012317	Vfaba.Tiffany.R1.1g104840.1	Vfaba.Hedin2.R1.1g137760.1
OG0012318	Vfaba.Tiffany.R1.1g104880.1	Vfaba.Hedin2.R1.1g137920.1
OG0012319	Vfaba.Tiffany.R1.1g105000.1	Vfaba.Hedin2.R1.1g138000.1
OG0012320	Vfaba.Tiffany.R1.1g105040.1	Vfaba.Hedin2.R1.1g138080.1
OG0012321	Vfaba.Tiffany.R1.1g105080.1	Vfaba.Hedin2.R1.1g138120.1
OG0012322	Vfaba.Tiffany.R1.1g105120.1	Vfaba.Hedin2.R1.1g138160.1
OG0012323	Vfaba.Tiffany.R1.1g105400.1	Vfaba.Hedin2.R1.1g138400.1
OG0012324	Vfaba.Tiffany.R1.1g105440.1	Vfaba.Hedin2.R1.1g138440.1
OG0012325	Vfaba.Tiffany.R1.1g105480.1	Vfaba.Hedin2.R1.1g138480.1
OG0012326	Vfaba.Tiffany.R1.1g105600.1	Vfaba.Hedin2.R1.1g138560.1
OG0012327	Vfaba.Tiffany.R1.1g105640.1	Vfaba.Hedin2.R1.1g138680.1
OG0012328	Vfaba.Tiffany.R1.1g105760.1	Vfaba.Hedin2.R1.1g138720.1
OG0012329	Vfaba.Tiffany.R1.1g105800.1	Vfaba.Hedin2.R1.1g138760.1
OG0012330	Vfaba.Tiffany.R1.1g105840.1	Vfaba.Hedin2.R1.1g138800.1
OG0012331	Vfaba.Tiffany.R1.1g105920.1	Vfaba.Hedin2.R1.1g139000.1
OG0012332	Vfaba.Tiffany.R1.1g105960.1	Vfaba.Hedin2.R1.1g139040.1
OG0012333	Vfaba.Tiffany.R1.1g106080.1	Vfaba.Hedin2.R1.1g139160.1
OG0012334	Vfaba.Tiffany.R1.1g106120.1	Vfaba.Hedin2.R1.1g139200.1
OG0012335	Vfaba.Tiffany.R1.1g106200.1	Vfaba.Hedin2.R1.1g139240.1
OG0012336	Vfaba.Tiffany.R1.1g106280.1	Vfaba.Hedin2.R1.1g139360.1
OG0012337	Vfaba.Tiffany.R1.1g106440.1	Vfaba.Hedin2.R1.1g139600.1
OG0012338	Vfaba.Tiffany.R1.1g106520.1	Vfaba.Hedin2.R1.1g139720.1
OG0012339	Vfaba.Tiffany.R1.1g106680.1	Vfaba.Hedin2.R1.1g139920.1
OG0012340	Vfaba.Tiffany.R1.1g106720.1	Vfaba.Hedin2.R1.1g140000.1
OG0012341	Vfaba.Tiffany.R1.1g106760.1	Vfaba.Hedin2.R1.1g140040.1
OG0012342	Vfaba.Tiffany.R1.1g106800.1	Vfaba.Hedin2.R1.1g140080.1
OG0012343	Vfaba.Tiffany.R1.1g106880.1	Vfaba.Hedin2.R1.1g140120.1
OG0012344	Vfaba.Tiffany.R1.1g106920.1	Vfaba.Hedin2.R1.1g140160.1
OG0012345	Vfaba.Tiffany.R1.1g106960.1	Vfaba.Hedin2.R1.1g140240.1
OG0012346	Vfaba.Tiffany.R1.1g107080.1	Vfaba.Hedin2.R1.1g140400.1
OG0012347	Vfaba.Tiffany.R1.1g107120.1	Vfaba.Hedin2.R1.1g140480.1
OG0012348	Vfaba.Tiffany.R1.1g107160.1	Vfaba.Hedin2.R1.1g140520.1
OG0012349	Vfaba.Tiffany.R1.1g107200.1	Vfaba.Hedin2.R1.3g133240.1
OG0012350	Vfaba.Tiffany.R1.1g107240.1	Vfaba.Hedin2.R1.1g140560.1
OG0012351	Vfaba.Tiffany.R1.1g107360.1	Vfaba.Hedin2.R1.1g140880.1
OG0012352	Vfaba.Tiffany.R1.1g107400.1	Vfaba.Hedin2.R1.1g140920.1
OG0012353	Vfaba.Tiffany.R1.1g107440.1	Vfaba.Hedin2.R1.1g140960.1
OG0012354	Vfaba.Tiffany.R1.1g107480.1	Vfaba.Hedin2.R1.1g141080.1
OG0012355	Vfaba.Tiffany.R1.1g107640.1	Vfaba.Hedin2.R1.1g377560.1
OG0012356	Vfaba.Tiffany.R1.1g107680.1	Vfaba.Hedin2.R1.1g141280.1
OG0012357	Vfaba.Tiffany.R1.1g107760.1	Vfaba.Hedin2.R1.1g141440.1
OG0012358	Vfaba.Tiffany.R1.1g107800.1	Vfaba.Hedin2.R1.2g181640.1
OG0012359	Vfaba.Tiffany.R1.1g107880.1	Vfaba.Hedin2.R1.1g141560.1
OG0012360	Vfaba.Tiffany.R1.1g107920.1	Vfaba.Hedin2.R1.1g141600.1
OG0012361	Vfaba.Tiffany.R1.1g108000.1	Vfaba.Hedin2.R1.1g141800.1
OG0012362	Vfaba.Tiffany.R1.1g108120.1	Vfaba.Hedin2.R1.1g141960.1
OG0012363	Vfaba.Tiffany.R1.1g108200.1	Vfaba.Hedin2.R1.1g142040.1
OG0012364	Vfaba.Tiffany.R1.1g108360.1	Vfaba.Hedin2.R1.1g142200.1
OG0012365	Vfaba.Tiffany.R1.1g108360.2	Vfaba.Hedin2.R1.1g142200.2
OG0012366	Vfaba.Tiffany.R1.1g108400.1, Vfaba.Tiffany.R1.3g149280.1	
OG0012367	Vfaba.Tiffany.R1.1g108440.1	Vfaba.Hedin2.R1.1g142480.1
OG0012368	Vfaba.Tiffany.R1.1g108480.1	Vfaba.Hedin2.R1.1g142520.1
OG0012369	Vfaba.Tiffany.R1.1g108560.1	Vfaba.Hedin2.R1.1g142680.1
OG0012370	Vfaba.Tiffany.R1.1g108600.1	Vfaba.Hedin2.R1.1g142800.1
OG0012371	Vfaba.Tiffany.R1.1g108760.1	Vfaba.Hedin2.R1.1g143080.1
OG0012372	Vfaba.Tiffany.R1.1g108840.1	Vfaba.Hedin2.R1.1g143120.1
OG0012373	Vfaba.Tiffany.R1.1g108880.1, Vfaba.Tiffany.R1.6g129840.1	
OG0012374	Vfaba.Tiffany.R1.1g108920.1	Vfaba.Hedin2.R1.1g143160.1
OG0012375	Vfaba.Tiffany.R1.1g109000.1	Vfaba.Hedin2.R1.1g143200.1
OG0012376	Vfaba.Tiffany.R1.1g109040.1	Vfaba.Hedin2.R1.1g143240.1
OG0012377	Vfaba.Tiffany.R1.1g109120.1	Vfaba.Hedin2.R1.1g143400.1
OG0012378	Vfaba.Tiffany.R1.1g109160.1	Vfaba.Hedin2.R1.1g143480.1
OG0012379	Vfaba.Tiffany.R1.1g109200.1	Vfaba.Hedin2.R1.1g143520.1
OG0012380	Vfaba.Tiffany.R1.1g109320.1	Vfaba.Hedin2.R1.Ung077040.1
OG0012381	Vfaba.Tiffany.R1.1g109360.1	Vfaba.Hedin2.R1.1g143640.1
OG0012382	Vfaba.Tiffany.R1.1g109400.1	Vfaba.Hedin2.R1.1g143800.1
OG0012383	Vfaba.Tiffany.R1.1g109480.1	Vfaba.Hedin2.R1.1g144000.1
OG0012384	Vfaba.Tiffany.R1.1g109520.1	Vfaba.Hedin2.R1.1g144040.1
OG0012385	Vfaba.Tiffany.R1.1g109560.1	Vfaba.Hedin2.R1.1g144120.1
OG0012386	Vfaba.Tiffany.R1.1g109600.1	Vfaba.Hedin2.R1.1g144160.1
OG0012387	Vfaba.Tiffany.R1.1g109680.1	Vfaba.Hedin2.R1.1g144240.1
OG0012388	Vfaba.Tiffany.R1.1g109840.1	Vfaba.Hedin2.R1.1g144520.1
OG0012389	Vfaba.Tiffany.R1.1g109880.1	Vfaba.Hedin2.R1.1g144560.1
OG0012390	Vfaba.Tiffany.R1.1g109920.1	Vfaba.Hedin2.R1.1g144600.1
OG0012391	Vfaba.Tiffany.R1.1g110080.1	Vfaba.Hedin2.R1.1g144760.1
OG0012392	Vfaba.Tiffany.R1.1g110120.1	Vfaba.Hedin2.R1.1g144840.1
OG0012393	Vfaba.Tiffany.R1.1g110160.1	Vfaba.Hedin2.R1.1g144880.1
OG0012394	Vfaba.Tiffany.R1.1g110200.1	Vfaba.Hedin2.R1.1g144920.1
OG0012395	Vfaba.Tiffany.R1.1g110280.1	Vfaba.Hedin2.R1.4g111960.1
OG0012396	Vfaba.Tiffany.R1.1g110320.2	Vfaba.Hedin2.R1.1g145080.2
OG0012397	Vfaba.Tiffany.R1.1g110320.1	Vfaba.Hedin2.R1.1g145080.1
OG0012398	Vfaba.Tiffany.R1.1g110360.1	Vfaba.Hedin2.R1.1g145160.1
OG0012399	Vfaba.Tiffany.R1.1g110400.1	Vfaba.Hedin2.R1.1g145200.1
OG0012400	Vfaba.Tiffany.R1.1g110440.1	Vfaba.Hedin2.R1.1g145280.1
OG0012401	Vfaba.Tiffany.R1.1g110560.1	Vfaba.Hedin2.R1.1g145440.1
OG0012402	Vfaba.Tiffany.R1.1g110760.1	Vfaba.Hedin2.R1.1g145600.1
OG0012403	Vfaba.Tiffany.R1.1g110800.1	Vfaba.Hedin2.R1.1g145640.1
OG0012404	Vfaba.Tiffany.R1.1g110840.1	Vfaba.Hedin2.R1.1g145680.1
OG0012405	Vfaba.Tiffany.R1.1g110880.1	Vfaba.Hedin2.R1.1g145720.1
OG0012406	Vfaba.Tiffany.R1.1g110960.1	Vfaba.Hedin2.R1.1g145760.1
OG0012407	Vfaba.Tiffany.R1.1g111120.1	Vfaba.Hedin2.R1.Ung058720.1
OG0012408	Vfaba.Tiffany.R1.1g111560.1	Vfaba.Hedin2.R1.1g146000.1
OG0012409	Vfaba.Tiffany.R1.1g111640.1	Vfaba.Hedin2.R1.1g146200.1
OG0012410	Vfaba.Tiffany.R1.1g111720.1	Vfaba.Hedin2.R1.1g146360.1
OG0012411	Vfaba.Tiffany.R1.1g111760.1	Vfaba.Hedin2.R1.1g146440.1
OG0012412	Vfaba.Tiffany.R1.1g111880.1	Vfaba.Hedin2.R1.1g146600.1
OG0012413	Vfaba.Tiffany.R1.1g112200.1	Vfaba.Hedin2.R1.1g146880.1
OG0012414	Vfaba.Tiffany.R1.1g112240.1	Vfaba.Hedin2.R1.1g147000.1
OG0012415	Vfaba.Tiffany.R1.1g112280.1	Vfaba.Hedin2.R1.1g147080.1
OG0012416	Vfaba.Tiffany.R1.1g112320.1	Vfaba.Hedin2.R1.1g147120.1
OG0012417	Vfaba.Tiffany.R1.1g112520.1	Vfaba.Hedin2.R1.1g147280.1
OG0012418	Vfaba.Tiffany.R1.1g112560.1	Vfaba.Hedin2.R1.1g147320.1
OG0012419	Vfaba.Tiffany.R1.1g112640.1	Vfaba.Hedin2.R1.1g147360.1
OG0012420	Vfaba.Tiffany.R1.1g112680.1	Vfaba.Hedin2.R1.1g147400.1
OG0012421	Vfaba.Tiffany.R1.1g112720.1	Vfaba.Hedin2.R1.1g147440.1
OG0012422	Vfaba.Tiffany.R1.1g112800.1	Vfaba.Hedin2.R1.1g147480.1
OG0012423	Vfaba.Tiffany.R1.1g112920.1	Vfaba.Hedin2.R1.4g221400.1
OG0012424	Vfaba.Tiffany.R1.1g113040.1	Vfaba.Hedin2.R1.5g049280.1
OG0012425	Vfaba.Tiffany.R1.1g113200.1	Vfaba.Hedin2.R1.1g147560.1
OG0012426	Vfaba.Tiffany.R1.1g113280.1	Vfaba.Hedin2.R1.1g147600.1
OG0012427	Vfaba.Tiffany.R1.1g113320.1	Vfaba.Hedin2.R1.1g147640.1
OG0012428	Vfaba.Tiffany.R1.1g113360.1	Vfaba.Hedin2.R1.1g147680.1
OG0012429	Vfaba.Tiffany.R1.1g113440.1	Vfaba.Hedin2.R1.1g147840.1
OG0012430	Vfaba.Tiffany.R1.1g113480.1	Vfaba.Hedin2.R1.1g147880.1
OG0012431	Vfaba.Tiffany.R1.1g113560.1	Vfaba.Hedin2.R1.1g147920.1
OG0012432	Vfaba.Tiffany.R1.1g113640.1	Vfaba.Hedin2.R1.1g148000.1
OG0012433	Vfaba.Tiffany.R1.1g113680.1	Vfaba.Hedin2.R1.1g148080.1
OG0012434	Vfaba.Tiffany.R1.1g113720.1	Vfaba.Hedin2.R1.1g148120.1
OG0012435	Vfaba.Tiffany.R1.1g113760.1	Vfaba.Hedin2.R1.1g148160.1
OG0012436	Vfaba.Tiffany.R1.1g113840.1	Vfaba.Hedin2.R1.1g148240.1
OG0012437	Vfaba.Tiffany.R1.1g113880.1	Vfaba.Hedin2.R1.1g148280.1
OG0012438	Vfaba.Tiffany.R1.1g114040.1	Vfaba.Hedin2.R1.1g148520.1
OG0012439	Vfaba.Tiffany.R1.1g114080.1	Vfaba.Hedin2.R1.1g148640.1
OG0012440	Vfaba.Tiffany.R1.1g114120.1	Vfaba.Hedin2.R1.1g148680.1
OG0012441	Vfaba.Tiffany.R1.1g114160.1	Vfaba.Hedin2.R1.1g148720.1
OG0012442	Vfaba.Tiffany.R1.1g114200.1	Vfaba.Hedin2.R1.1g148800.1
OG0012443	Vfaba.Tiffany.R1.1g114240.1	Vfaba.Hedin2.R1.1g148840.1
OG0012444	Vfaba.Tiffany.R1.1g114280.1	Vfaba.Hedin2.R1.1g148880.1
OG0012445	Vfaba.Tiffany.R1.1g114320.1	Vfaba.Hedin2.R1.1g148960.1
OG0012446	Vfaba.Tiffany.R1.1g114360.1	Vfaba.Hedin2.R1.Ung020720.1
OG0012447	Vfaba.Tiffany.R1.1g114440.1	Vfaba.Hedin2.R1.Ung020800.1
OG0012448	Vfaba.Tiffany.R1.1g114480.1	Vfaba.Hedin2.R1.1g149080.1
OG0012449	Vfaba.Tiffany.R1.1g114520.1	Vfaba.Hedin2.R1.1g149120.1
OG0012450	Vfaba.Tiffany.R1.1g114560.1	Vfaba.Hedin2.R1.1g149160.1
OG0012451	Vfaba.Tiffany.R1.1g114720.1	Vfaba.Hedin2.R1.1g149360.1
OG0012452	Vfaba.Tiffany.R1.1g114800.1	Vfaba.Hedin2.R1.1g149520.1
OG0012453	Vfaba.Tiffany.R1.1g114880.1	Vfaba.Hedin2.R1.1g149600.1
OG0012454	Vfaba.Tiffany.R1.1g114920.1	Vfaba.Hedin2.R1.1g149640.1
OG0012455	Vfaba.Tiffany.R1.1g115040.1	Vfaba.Hedin2.R1.1g149760.1
OG0012456	Vfaba.Tiffany.R1.1g115080.1	Vfaba.Hedin2.R1.1g149800.1
OG0012457	Vfaba.Tiffany.R1.1g115160.1	Vfaba.Hedin2.R1.1g149880.1
OG0012458	Vfaba.Tiffany.R1.1g115200.1	Vfaba.Hedin2.R1.1g149920.1
OG0012459	Vfaba.Tiffany.R1.1g115280.1	Vfaba.Hedin2.R1.1g150000.1
OG0012460	Vfaba.Tiffany.R1.1g115320.1	Vfaba.Hedin2.R1.1g150120.1
OG0012461	Vfaba.Tiffany.R1.1g115400.1	Vfaba.Hedin2.R1.1g150200.1
OG0012462	Vfaba.Tiffany.R1.1g115560.1	Vfaba.Hedin2.R1.1g150280.1
OG0012463	Vfaba.Tiffany.R1.1g115640.1	Vfaba.Hedin2.R1.1g150360.1
OG0012464	Vfaba.Tiffany.R1.1g115720.1	Vfaba.Hedin2.R1.1g150440.1
OG0012465	Vfaba.Tiffany.R1.1g115760.1	Vfaba.Hedin2.R1.1g150480.1
OG0012466	Vfaba.Tiffany.R1.1g115840.1	Vfaba.Hedin2.R1.1g150520.1
OG0012467	Vfaba.Tiffany.R1.1g115880.1	Vfaba.Hedin2.R1.1g150640.1
OG0012468	Vfaba.Tiffany.R1.1g115960.1	Vfaba.Hedin2.R1.1g150680.1
OG0012469	Vfaba.Tiffany.R1.1g116000.1	Vfaba.Hedin2.R1.1g150760.1
OG0012470	Vfaba.Tiffany.R1.1g116040.1	Vfaba.Hedin2.R1.1g150800.1
OG0012471	Vfaba.Tiffany.R1.1g116120.1	Vfaba.Hedin2.R1.1g150880.1
OG0012472	Vfaba.Tiffany.R1.1g116160.1	Vfaba.Hedin2.R1.1g150920.1
OG0012473	Vfaba.Tiffany.R1.1g116200.1	Vfaba.Hedin2.R1.1g150960.1
OG0012474	Vfaba.Tiffany.R1.1g116240.1	Vfaba.Hedin2.R1.Ung017840.1
OG0012475	Vfaba.Tiffany.R1.1g116280.1	Vfaba.Hedin2.R1.1g151000.1
OG0012476	Vfaba.Tiffany.R1.1g116320.1	Vfaba.Hedin2.R1.1g151040.1
OG0012477	Vfaba.Tiffany.R1.1g116360.1	Vfaba.Hedin2.R1.1g151080.1
OG0012478	Vfaba.Tiffany.R1.1g116400.1	Vfaba.Hedin2.R1.1g151120.1
OG0012479	Vfaba.Tiffany.R1.1g116560.1	Vfaba.Hedin2.R1.1g151280.1
OG0012480	Vfaba.Tiffany.R1.1g116680.1	Vfaba.Hedin2.R1.1g151400.1
OG0012481	Vfaba.Tiffany.R1.1g116720.1	Vfaba.Hedin2.R1.1g151480.1
OG0012482	Vfaba.Tiffany.R1.1g116760.1	Vfaba.Hedin2.R1.1g151600.1
OG0012483	Vfaba.Tiffany.R1.1g116800.1	Vfaba.Hedin2.R1.1g151680.1
OG0012484	Vfaba.Tiffany.R1.1g116880.1	Vfaba.Hedin2.R1.1g151800.1
OG0012485	Vfaba.Tiffany.R1.1g117000.1	Vfaba.Hedin2.R1.Ung003280.1
OG0012486	Vfaba.Tiffany.R1.1g117240.1	Vfaba.Hedin2.R1.1g152080.1
OG0012487	Vfaba.Tiffany.R1.1g117280.1	Vfaba.Hedin2.R1.6g174360.1
OG0012488	Vfaba.Tiffany.R1.1g117320.1	Vfaba.Hedin2.R1.1g152120.1
OG0012489	Vfaba.Tiffany.R1.1g117360.1	Vfaba.Hedin2.R1.1g152160.1
OG0012490	Vfaba.Tiffany.R1.1g117400.1	Vfaba.Hedin2.R1.1g152200.1
OG0012491	Vfaba.Tiffany.R1.1g117480.1	Vfaba.Hedin2.R1.1g152320.1
OG0012492	Vfaba.Tiffany.R1.1g117520.1	Vfaba.Hedin2.R1.1g152360.1
OG0012493	Vfaba.Tiffany.R1.1g117560.1	Vfaba.Hedin2.R1.1g152400.1
OG0012494	Vfaba.Tiffany.R1.1g117680.1	Vfaba.Hedin2.R1.1g152520.1
OG0012495	Vfaba.Tiffany.R1.1g117760.1	Vfaba.Hedin2.R1.Ung070200.1
OG0012496	Vfaba.Tiffany.R1.1g117800.1	Vfaba.Hedin2.R1.Ung070160.1
OG0012497	Vfaba.Tiffany.R1.1g117840.1	Vfaba.Hedin2.R1.1g152600.1
OG0012498	Vfaba.Tiffany.R1.1g117920.1	Vfaba.Hedin2.R1.1g152680.1
OG0012499	Vfaba.Tiffany.R1.1g117960.1	Vfaba.Hedin2.R1.1g152720.1
OG0012500	Vfaba.Tiffany.R1.1g118040.1	Vfaba.Hedin2.R1.1g152800.1
OG0012501	Vfaba.Tiffany.R1.1g118080.1, Vfaba.Tiffany.R1.4g141720.1	
OG0012502	Vfaba.Tiffany.R1.1g118160.1	Vfaba.Hedin2.R1.1g152960.1
OG0012503	Vfaba.Tiffany.R1.1g118240.1	Vfaba.Hedin2.R1.1g153120.1
OG0012504	Vfaba.Tiffany.R1.1g118520.1	Vfaba.Hedin2.R1.1g153600.1
OG0012505	Vfaba.Tiffany.R1.1g118560.2	Vfaba.Hedin2.R1.1g153440.2
OG0012506	Vfaba.Tiffany.R1.1g118560.1	Vfaba.Hedin2.R1.1g153440.1
OG0012507	Vfaba.Tiffany.R1.1g118920.1	Vfaba.Hedin2.R1.1g153880.1
OG0012508	Vfaba.Tiffany.R1.1g119000.1	Vfaba.Hedin2.R1.Ung091960.1
OG0012509	Vfaba.Tiffany.R1.1g119120.1	Vfaba.Hedin2.R1.1g154040.1
OG0012510	Vfaba.Tiffany.R1.1g119280.1, Vfaba.Tiffany.R1.1g119320.1	
OG0012511	Vfaba.Tiffany.R1.1g119560.1	Vfaba.Hedin2.R1.1g154440.1
OG0012512	Vfaba.Tiffany.R1.1g119600.1	Vfaba.Hedin2.R1.1g154480.1
OG0012513	Vfaba.Tiffany.R1.1g119640.1	Vfaba.Hedin2.R1.1g154520.1
OG0012514	Vfaba.Tiffany.R1.1g119680.1	Vfaba.Hedin2.R1.1g154560.1
OG0012515	Vfaba.Tiffany.R1.1g119880.1	Vfaba.Hedin2.R1.1g154720.1
OG0012516	Vfaba.Tiffany.R1.1g119920.1	Vfaba.Hedin2.R1.1g154760.1
OG0012517	Vfaba.Tiffany.R1.1g119960.1	Vfaba.Hedin2.R1.1g154840.1
OG0012518	Vfaba.Tiffany.R1.1g120000.1	Vfaba.Hedin2.R1.1g154920.1
OG0012519	Vfaba.Tiffany.R1.1g120040.1	Vfaba.Hedin2.R1.1g154960.1
OG0012520	Vfaba.Tiffany.R1.1g120080.1	Vfaba.Hedin2.R1.1g155000.1
OG0012521	Vfaba.Tiffany.R1.1g120120.1	Vfaba.Hedin2.R1.1g155040.1
OG0012522	Vfaba.Tiffany.R1.1g120160.1	Vfaba.Hedin2.R1.1g155120.1
OG0012523	Vfaba.Tiffany.R1.1g120200.1	Vfaba.Hedin2.R1.1g155200.1
