Orthogroup	Apatococcus_fuscideae-Prasiolales.prot	Apatococcus_lobatus-Prasiolales.prot
OG0001601	KAK9842395.1, KAK9862186.1	KAK9825107.1
OG0001602	KAK9842397.1, KAK9862988.1	KAK9832359.1
OG0001603	KAK9842398.1, KAK9862992.1	KAK9832316.1
OG0001604	KAK9842406.1, KAK9842407.1	KAK9835607.1
OG0001605	KAK9842409.1, KAK9866162.1	KAK9827524.1
OG0001606	KAK9842413.1, KAK9850459.1	KAK9838961.1
OG0001607	KAK9842434.1	KAK9827119.1, KAK9827120.1
OG0001608	KAK9842437.1	KAK9827144.1, KAK9827145.1
OG0001609	KAK9842606.1, KAK9863929.1	KAK9825616.1
OG0001610	KAK9842611.1, KAK9848942.1	KAK9842794.1
OG0001611	KAK9842624.1	KAK9818567.1, KAK9824894.1
OG0001612	KAK9842628.1, KAK9845670.1	KAK9833719.1
OG0001613	KAK9842629.1, KAK9847250.1	KAK9833755.1
OG0001614	KAK9842630.1, KAK9846139.1	KAK9833756.1
OG0001615	KAK9843384.1, KAK9867596.1	KAK9835876.1
OG0001616	KAK9843387.1	KAK9839120.1, KAK9839121.1
OG0001617	KAK9843390.1, KAK9861043.1	KAK9838965.1
OG0001618	KAK9843555.1, KAK9851874.1	KAK9830696.1
OG0001619	KAK9843562.1, KAK9864329.1	KAK9827033.1
OG0001620	KAK9843563.1, KAK9864708.1	KAK9827157.1
OG0001621	KAK9843566.1, KAK9846085.1	KAK9833715.1
OG0001622	KAK9843568.1, KAK9846087.1	KAK9833871.1
OG0001623	KAK9843570.1, KAK9847962.1	KAK9828176.1
OG0001624	KAK9843571.1, KAK9847958.1	KAK9828141.1
OG0001625	KAK9843576.1, KAK9847961.1	KAK9828307.1
OG0001626	KAK9843582.1, KAK9843583.1	KAK9819417.1
OG0001627	KAK9843590.1, KAK9864072.1	KAK9825503.1
OG0001628	KAK9843596.1, KAK9861030.1	KAK9818673.1
OG0001629	KAK9843604.1	KAK9838002.1, KAK9838003.1
OG0001630	KAK9843607.1, KAK9858831.1	KAK9817457.1
OG0001631	KAK9843623.1	KAK9841593.1, KAK9841594.1
OG0001632	KAK9843848.1, KAK9862219.1	KAK9832280.1
OG0001633	KAK9843852.1, KAK9865338.1	KAK9839123.1
OG0001634	KAK9843853.1	KAK9842727.1, KAK9842851.1
OG0001635	KAK9843861.1, KAK9865665.1	KAK9819098.1
OG0001636	KAK9843862.1, KAK9865670.1	KAK9819141.1
OG0001637	KAK9843864.1	KAK9842730.1, KAK9842731.1
OG0001638	KAK9843869.1, KAK9861443.1	KAK9819356.1
OG0001639	KAK9843892.1, KAK9845607.1	KAK9833142.1
OG0001640	KAK9843911.1, KAK9851333.1	KAK9831772.1
OG0001641	KAK9843921.1	KAK9817461.1, KAK9817462.1
OG0001642	KAK9843941.1	KAK9835701.1, KAK9835702.1
OG0001643	KAK9843943.1, KAK9868012.1	KAK9835773.1
OG0001644	KAK9844226.1, KAK9854494.1	KAK9826044.1
OG0001645	KAK9844227.1, KAK9847381.1, KAK9865063.1	
OG0001646	KAK9844234.1, KAK9867470.1	KAK9820704.1
OG0001647	KAK9844246.1	KAK9825781.1, KAK9825782.1
OG0001648	KAK9844248.1	KAK9837885.1, KAK9837939.1
OG0001649	KAK9844249.1, KAK9858811.1	KAK9837991.1
OG0001650	KAK9845161.1, KAK9851139.1	KAK9831021.1
OG0001651	KAK9845166.1	KAK9842888.1, KAK9842889.1
OG0001652	KAK9845168.1, KAK9863981.1	KAK9817394.1
OG0001653	KAK9845172.1, KAK9845173.1, KAK9850425.1	
OG0001654	KAK9845179.1	KAK9844358.1, KAK9844359.1
OG0001655	KAK9845185.1, KAK9845186.1	KAK9826519.1
OG0001656	KAK9845195.1	KAK9838894.1, KAK9842992.1
OG0001657	KAK9845201.1, KAK9868335.1	KAK9824956.1
OG0001658	KAK9845529.1, KAK9865943.1	KAK9832980.1
OG0001659	KAK9845532.1, KAK9865930.1	KAK9833176.1
OG0001660	KAK9845535.1, KAK9857930.1	KAK9832266.1
OG0001661	KAK9845544.1, KAK9858403.1	KAK9841308.1
OG0001662	KAK9845546.1, KAK9858402.1	KAK9841240.1
OG0001663	KAK9845547.1, KAK9863628.1	KAK9817326.1
OG0001664	KAK9845549.1, KAK9858398.1	KAK9841622.1
OG0001665	KAK9845551.1, KAK9845552.1	KAK9828274.1
OG0001666	KAK9845553.1, KAK9853369.1	KAK9824766.1
OG0001667	KAK9845556.1, KAK9847643.1	KAK9818573.1
OG0001668	KAK9845560.1, KAK9864141.1	KAK9821546.1
OG0001669	KAK9845562.1, KAK9864140.1	KAK9821501.1
OG0001670	KAK9845565.1, KAK9862059.1	KAK9818550.1
OG0001671	KAK9845567.1, KAK9862057.1	KAK9818569.1
OG0001672	KAK9845568.1, KAK9845569.1	KAK9817548.1
OG0001673	KAK9845570.1, KAK9865213.1	KAK9817555.1
OG0001674	KAK9845573.1, KAK9861467.1	KAK9841378.1
OG0001675	KAK9845575.1	KAK9818497.1, KAK9818529.1
OG0001676	KAK9845578.1	KAK9816169.1, KAK9817483.1
OG0001677	KAK9845582.1, KAK9867159.1	KAK9825732.1
OG0001678	KAK9845583.1, KAK9867158.1	KAK9825798.1
OG0001679	KAK9845589.1, KAK9864423.1	KAK9844626.1
OG0001680	KAK9845590.1	KAK9844370.1, KAK9845087.1
OG0001681	KAK9845592.1, KAK9867806.1, KAK9867807.1	
OG0001682	KAK9845594.1, KAK9853647.1	KAK9843162.1
OG0001683	KAK9845596.1, KAK9853645.1	KAK9842791.1
OG0001684	KAK9845597.1, KAK9865777.1	KAK9839017.1
OG0001685	KAK9845599.1, KAK9865337.1	KAK9839067.1
OG0001686	KAK9845601.1, KAK9868070.1	KAK9835433.1
OG0001687	KAK9845603.1, KAK9868067.1	KAK9835792.1
OG0001688	KAK9845606.1	KAK9827876.1, KAK9833220.1
OG0001689	KAK9845609.1, KAK9864283.1	KAK9844679.1
OG0001690	KAK9845610.1, KAK9864290.1	KAK9844747.1
OG0001691	KAK9845623.1, KAK9845624.1	KAK9816009.1
OG0001692	KAK9845625.1, KAK9861199.1	KAK9816014.1
OG0001693	KAK9845626.1, KAK9863645.1	KAK9816010.1
OG0001694	KAK9845635.1	KAK9839098.1, KAK9839099.1
OG0001695	KAK9845639.1, KAK9845640.1	KAK9821200.1
OG0001696	KAK9845641.1, KAK9865415.1	KAK9821164.1
OG0001697	KAK9845642.1, KAK9865411.1	KAK9821199.1
OG0001698	KAK9845643.1, KAK9863216.1	KAK9822531.1
OG0001699	KAK9845644.1, KAK9863209.1	KAK9822540.1
OG0001700	KAK9845646.1, KAK9863211.1	KAK9822585.1
OG0001701	KAK9845647.1, KAK9863215.1	KAK9822525.1
OG0001702	KAK9845648.1	KAK9822534.1, KAK9822535.1
OG0001703	KAK9845649.1	KAK9822880.1, KAK9836550.1
OG0001704	KAK9845650.1, KAK9845651.1, KAK9864612.1	
OG0001705	KAK9845665.1, KAK9853353.1	KAK9827501.1
OG0001706	KAK9845680.1, KAK9865749.1	KAK9837724.1
OG0001707	KAK9845681.1, KAK9865748.1	KAK9837590.1
OG0001708	KAK9845684.1, KAK9864625.1	KAK9833152.1
OG0001709	KAK9845686.1, KAK9845687.1	KAK9832922.1
OG0001710	KAK9845698.1	KAK9824771.1, KAK9831657.1
OG0001711	KAK9846030.1, KAK9846031.1	KAK9831212.1
OG0001712	KAK9846035.1, KAK9863494.1	KAK9837699.1
OG0001713	KAK9846037.1, KAK9868693.1	KAK9841205.1
OG0001714	KAK9846040.1	KAK9841644.1, KAK9841673.1
OG0001715	KAK9846044.1, KAK9861747.1	KAK9841514.1
OG0001716	KAK9846053.1	KAK9844444.1, KAK9844445.1
OG0001717	KAK9846060.1	KAK9831087.1, KAK9831088.1
OG0001718	KAK9846061.1, KAK9849519.1, KAK9862573.1	
OG0001719	KAK9846070.1	KAK9816281.1, KAK9839037.1
OG0001720	KAK9846074.1, KAK9867853.1	KAK9831761.1
OG0001721	KAK9846089.1, KAK9846090.1	KAK9825238.1
OG0001722	KAK9846093.1	KAK9820733.1, KAK9839075.1
OG0001723	KAK9846098.1, KAK9857557.1	KAK9824751.1
OG0001724	KAK9846110.1, KAK9846111.1	KAK9839954.1
OG0001725	KAK9846112.1	KAK9826250.1, KAK9826251.1
OG0001726	KAK9846113.1, KAK9860422.1	KAK9839173.1
OG0001727	KAK9846115.1, KAK9860418.1	KAK9838983.1
OG0001728	KAK9846116.1, KAK9860419.1	KAK9838788.1
OG0001729	KAK9846124.1, KAK9851538.1	KAK9821842.1
OG0001730	KAK9846125.1, KAK9851539.1	KAK9821848.1
OG0001731	KAK9846128.1, KAK9853123.1	KAK9839007.1
OG0001732	KAK9846138.1, KAK9863312.1	KAK9833714.1
OG0001733	KAK9846149.1, KAK9867399.1	KAK9836451.1
OG0001734	KAK9846150.1, KAK9850095.1	KAK9836581.1
OG0001735	KAK9846151.1, KAK9850094.1	KAK9836585.1
OG0001736	KAK9846157.1, KAK9867548.1	KAK9819312.1
OG0001737	KAK9846165.1, KAK9864679.1	KAK9825013.1
OG0001738	KAK9846169.1, KAK9846172.1	KAK9844714.1
OG0001739	KAK9846174.1	KAK9838753.1, KAK9838754.1
OG0001740	KAK9846176.1	KAK9838755.1, KAK9838756.1
OG0001741	KAK9846179.1, KAK9868103.1	KAK9816070.1
OG0001742	KAK9846180.1, KAK9862200.1	KAK9816069.1
OG0001743	KAK9846181.1, KAK9862199.1	KAK9819041.1
OG0001744	KAK9846182.1, KAK9862201.1	KAK9816062.1
OG0001745	KAK9846187.1, KAK9846188.1, KAK9846189.1	
OG0001746	KAK9846194.1, KAK9863782.1	KAK9826968.1
OG0001747	KAK9846196.1, KAK9863781.1	KAK9826946.1
OG0001748	KAK9846198.1, KAK9863777.1	KAK9827149.1
OG0001749	KAK9846199.1, KAK9863786.1	KAK9827213.1
OG0001750	KAK9846201.1, KAK9858864.1	KAK9816248.1
OG0001751	KAK9846205.1, KAK9858861.1, KAK9858865.1	
OG0001752	KAK9846206.1, KAK9858866.1	KAK9816266.1
OG0001753	KAK9846207.1, KAK9858867.1	KAK9816264.1
OG0001754	KAK9846212.1, KAK9863092.1	KAK9839072.1
OG0001755	KAK9846213.1, KAK9846214.1	KAK9839096.1
OG0001756	KAK9846217.1, KAK9851679.1	KAK9825714.1
OG0001757	KAK9846227.1, KAK9866040.1	KAK9837936.1
OG0001758	KAK9846234.1, KAK9864396.1	KAK9841674.1
OG0001759	KAK9846235.1, KAK9864408.1	KAK9841438.1
OG0001760	KAK9846236.1, KAK9864398.1	KAK9841332.1
OG0001761	KAK9846238.1, KAK9864403.1	KAK9841121.1
OG0001762	KAK9846244.1, KAK9863102.1	KAK9817499.1
OG0001763	KAK9846676.1	KAK9822753.1, KAK9834536.1
OG0001764	KAK9846687.1, KAK9848849.1	KAK9841735.1
OG0001765	KAK9846690.1, KAK9848848.1	KAK9841386.1
OG0001766	KAK9846693.1, KAK9861783.1	KAK9819211.1
OG0001767	KAK9846702.1, KAK9849380.1	KAK9827545.1
OG0001768	KAK9846705.1, KAK9849377.1	KAK9827465.1
OG0001769	KAK9846724.1	KAK9834494.1, KAK9834495.1
OG0001770	KAK9846726.1, KAK9846727.1	KAK9834553.1
OG0001771	KAK9846739.1	KAK9826223.1, KAK9826224.1
OG0001772	KAK9846760.1, KAK9867370.1	KAK9821668.1
OG0001773	KAK9846768.1, KAK9862070.1	KAK9830834.1
OG0001774	KAK9846776.1, KAK9861931.1	KAK9840063.1
OG0001775	KAK9846777.1, KAK9861925.1	KAK9840323.1
OG0001776	KAK9846783.1, KAK9846784.1	KAK9833612.1
OG0001777	KAK9846793.1, KAK9867251.1	KAK9830827.1
OG0001778	KAK9846799.1, KAK9850082.1	KAK9825487.1
OG0001779	KAK9846802.1, KAK9850084.1	KAK9825605.1
OG0001780	KAK9846809.1, KAK9861101.1	KAK9833168.1
OG0001781	KAK9846810.1, KAK9861102.1	KAK9833112.1
OG0001782	KAK9846812.1, KAK9861103.1	KAK9833102.1
OG0001783	KAK9846825.1	KAK9840330.1, KAK9841626.1
OG0001784	KAK9846827.1	KAK9819048.1, KAK9839977.1
OG0001785	KAK9846838.1, KAK9865837.1	KAK9844528.1
OG0001786	KAK9846841.1, KAK9864826.1	KAK9844994.1
OG0001787	KAK9846856.1, KAK9854797.1	KAK9834631.1
OG0001788	KAK9846862.1, KAK9854783.1	KAK9836859.1
OG0001789	KAK9846873.1	KAK9832410.1, KAK9832411.1
OG0001790	KAK9846874.1, KAK9863614.1	KAK9832386.1
OG0001791	KAK9846891.1, KAK9855440.1	KAK9834429.1
OG0001792	KAK9846898.1, KAK9863380.1	KAK9838978.1
OG0001793	KAK9846899.1, KAK9861680.1	KAK9838831.1
OG0001794	KAK9846901.1	KAK9838901.1, KAK9838902.1
OG0001795	KAK9846921.1	KAK9817507.1, KAK9817508.1
OG0001796	KAK9846937.1, KAK9863629.1	KAK9822404.1
OG0001797	KAK9846939.1, KAK9868178.1	KAK9822876.1
OG0001798	KAK9846964.1, KAK9863035.1	KAK9844903.1
OG0001799	KAK9846975.1	KAK9817422.1, KAK9822605.1
OG0001800	KAK9846984.1, KAK9846985.1	KAK9835650.1
OG0001801	KAK9846998.1, KAK9846999.1, KAK9847000.1	
OG0001802	KAK9847004.1, KAK9861114.1	KAK9834703.1
OG0001803	KAK9847011.1, KAK9867992.1	KAK9844980.1
OG0001804	KAK9847023.1, KAK9866789.1	KAK9827448.1
OG0001805	KAK9847030.1	KAK9830683.1, KAK9830684.1
OG0001806	KAK9847039.1, KAK9863519.1	KAK9834619.1
OG0001807	KAK9847047.1, KAK9864539.1	KAK9830702.1
OG0001808	KAK9847063.1, KAK9847289.1	KAK9837866.1
OG0001809	KAK9847090.1, KAK9854459.1	KAK9844350.1
OG0001810	KAK9847091.1	KAK9836775.1, KAK9844586.1
OG0001811	KAK9847093.1, KAK9859364.1	KAK9827893.1
OG0001812	KAK9847110.1, KAK9848841.1	KAK9837653.1
OG0001813	KAK9847111.1, KAK9848842.1	KAK9838009.1
OG0001814	KAK9847112.1, KAK9848839.1	KAK9837944.1
OG0001815	KAK9847114.1, KAK9848840.1	KAK9837591.1
OG0001816	KAK9847115.1, KAK9848836.1	KAK9837566.1
OG0001817	KAK9847132.1, KAK9847133.1	KAK9818726.1
OG0001818	KAK9847134.1, KAK9861026.1	KAK9816310.1
OG0001819	KAK9847147.1	KAK9821687.1, KAK9836592.1
OG0001820	KAK9847197.1	KAK9839975.1, KAK9839976.1
OG0001821	KAK9847213.1, KAK9865313.1, KAK9865318.1	
OG0001822	KAK9847254.1, KAK9866603.1	KAK9841366.1
OG0001823	KAK9847255.1, KAK9866608.1	KAK9841223.1
OG0001824	KAK9847256.1	KAK9841170.1, KAK9841171.1
OG0001825	KAK9847271.1	KAK9825711.1, KAK9830649.1
OG0001826	KAK9847330.1	KAK9827796.1, KAK9827797.1
OG0001827	KAK9847332.1, KAK9866364.1	KAK9827154.1
OG0001828	KAK9847335.1, KAK9866359.1	KAK9827128.1
OG0001829	KAK9847336.1, KAK9866363.1	KAK9827188.1
OG0001830	KAK9847360.1, KAK9868755.1	KAK9822308.1
OG0001831	KAK9847399.1	KAK9843116.1, KAK9843117.1
OG0001832	KAK9847400.1, KAK9862860.1, KAK9862861.1	
OG0001833	KAK9847430.1	KAK9827419.1, KAK9827420.1
OG0001834	KAK9847486.1, KAK9867985.1	KAK9834622.1
OG0001835	KAK9847488.1, KAK9867983.1	KAK9834404.1
OG0001836	KAK9847489.1, KAK9867975.1, KAK9867976.1	
OG0001837	KAK9847514.1, KAK9847515.1	KAK9827054.1
OG0001838	KAK9847517.1, KAK9863878.1	KAK9827080.1
OG0001839	KAK9847597.1, KAK9850957.1	KAK9831653.1
OG0001840	KAK9847598.1, KAK9850953.1	KAK9831762.1
OG0001841	KAK9847599.1, KAK9850956.1	KAK9831702.1
OG0001842	KAK9847600.1, KAK9865396.1	KAK9832429.1
OG0001843	KAK9847696.1, KAK9861569.1	KAK9825601.1
OG0001844	KAK9847698.1, KAK9861570.1	KAK9825518.1
OG0001845	KAK9847700.1, KAK9847701.1	KAK9825560.1
OG0001846	KAK9847738.1	KAK9817527.1, KAK9825320.1
OG0001847	KAK9847741.1	KAK9844318.1, KAK9844319.1
OG0001848	KAK9847785.1, KAK9847786.1	KAK9835470.1
OG0001849	KAK9847787.1, KAK9847788.1	KAK9816330.1
OG0001850	KAK9847792.1, KAK9865603.1	KAK9830659.1
OG0001851	KAK9847841.1, KAK9865685.1	KAK9832458.1
OG0001852	KAK9847850.1, KAK9851325.1	KAK9836782.1
OG0001853	KAK9847851.1, KAK9847852.1	KAK9834475.1
OG0001854	KAK9847856.1, KAK9856812.1	KAK9831165.1
OG0001855	KAK9847857.1, KAK9847858.1	KAK9831200.1
OG0001856	KAK9847861.1, KAK9847862.1	KAK9831071.1
OG0001857	KAK9847913.1, KAK9866311.1	KAK9831156.1
OG0001858	KAK9847914.1, KAK9866304.1	KAK9831288.1
OG0001859	KAK9847950.1	KAK9822560.1, KAK9822561.1
OG0001860	KAK9847966.1	KAK9843353.1, KAK9843354.1
OG0001861	KAK9848024.1	KAK9831684.1, KAK9831685.1
OG0001862	KAK9848095.1	KAK9827769.1, KAK9834659.1
OG0001863	KAK9848103.1	KAK9833927.1, KAK9833928.1
OG0001864	KAK9848107.1, KAK9848108.1	KAK9835816.1
OG0001865	KAK9848109.1, KAK9855764.1	KAK9835866.1
OG0001866	KAK9848110.1, KAK9855761.1	KAK9835599.1
OG0001867	KAK9848111.1	KAK9835774.1, KAK9835775.1
OG0001868	KAK9848168.1, KAK9861623.1	KAK9844386.1
OG0001869	KAK9848171.1	KAK9844259.1, KAK9844260.1
OG0001870	KAK9848233.1, KAK9867127.1	KAK9834388.1
OG0001871	KAK9848241.1, KAK9868420.1	KAK9832972.1
OG0001872	KAK9848243.1, KAK9868425.1	KAK9833189.1
OG0001873	KAK9848245.1, KAK9853113.1	KAK9840259.1
OG0001874	KAK9848246.1, KAK9853114.1	KAK9840172.1
OG0001875	KAK9848248.1, KAK9853112.1	KAK9839999.1
OG0001876	KAK9848251.1, KAK9862228.1	KAK9839953.1
OG0001877	KAK9848253.1, KAK9868358.1	KAK9839047.1
OG0001878	KAK9848329.1, KAK9862139.1	KAK9835642.1
OG0001879	KAK9848331.1	KAK9819310.1, KAK9835727.1
OG0001880	KAK9848336.1	KAK9826336.1, KAK9826337.1
OG0001881	KAK9848387.1, KAK9861511.1	KAK9844600.1
OG0001882	KAK9848388.1, KAK9864068.1	KAK9844790.1
OG0001883	KAK9848391.1, KAK9868299.1	KAK9841570.1
OG0001884	KAK9848392.1, KAK9868282.1	KAK9841659.1
OG0001885	KAK9848394.1, KAK9868298.1	KAK9841140.1
OG0001886	KAK9848396.1, KAK9861698.1	KAK9840193.1
OG0001887	KAK9848397.1, KAK9867690.1	KAK9833086.1
OG0001888	KAK9848398.1, KAK9867692.1	KAK9833055.1
OG0001889	KAK9848399.1	KAK9832896.1, KAK9832897.1
OG0001890	KAK9848405.1, KAK9848660.1	KAK9831558.1
OG0001891	KAK9848485.1, KAK9863192.1	KAK9844537.1
OG0001892	KAK9848486.1, KAK9863188.1	KAK9844788.1
OG0001893	KAK9848487.1, KAK9863187.1	KAK9844871.1
OG0001894	KAK9848488.1, KAK9863194.1	KAK9844497.1
OG0001895	KAK9848552.1, KAK9861271.1	KAK9841646.1
OG0001896	KAK9848557.1	KAK9817476.1, KAK9820902.1
OG0001897	KAK9848561.1	KAK9820939.1, KAK9834570.1
OG0001898	KAK9848569.1, KAK9859778.1	KAK9837848.1
OG0001899	KAK9848571.1, KAK9863390.1	KAK9840449.1
OG0001900	KAK9848656.1, KAK9862289.1	KAK9831629.1
OG0001901	KAK9848658.1, KAK9862288.1	KAK9831690.1
OG0001902	KAK9848664.1, KAK9866718.1	KAK9825282.1
OG0001903	KAK9848667.1, KAK9863031.1	KAK9827560.1
OG0001904	KAK9848676.1, KAK9854823.1	KAK9826016.1
OG0001905	KAK9848752.1, KAK9854496.1	KAK9819450.1
OG0001906	KAK9848755.1	KAK9830726.1, KAK9839036.1
OG0001907	KAK9848833.1, KAK9848834.1, KAK9848835.1	
OG0001908	KAK9848843.1, KAK9848844.1, KAK9848845.1	
OG0001909	KAK9848846.1	KAK9817538.1, KAK9841460.1
OG0001910	KAK9848925.1, KAK9864497.1	KAK9822609.1
OG0001911	KAK9848926.1, KAK9864494.1	KAK9822536.1
OG0001912	KAK9848933.1, KAK9864319.1	KAK9822130.1
OG0001913	KAK9848935.1, KAK9864315.1	KAK9822039.1
OG0001914	KAK9848937.1, KAK9864310.1	KAK9822100.1
OG0001915	KAK9848938.1, KAK9862148.1	KAK9825063.1
OG0001916	KAK9849005.1, KAK9852835.1	KAK9833164.1
OG0001917	KAK9849014.1, KAK9861953.1	KAK9835536.1
OG0001918	KAK9849017.1, KAK9861946.1	KAK9835715.1
OG0001919	KAK9849019.1, KAK9863604.1	KAK9832133.1
OG0001920	KAK9849020.1	KAK9832435.1, KAK9832436.1
OG0001921	KAK9849021.1, KAK9863611.1	KAK9832269.1
OG0001922	KAK9849022.1, KAK9863613.1	KAK9832172.1
OG0001923	KAK9849106.1, KAK9866947.1	KAK9841726.1
OG0001924	KAK9849109.1, KAK9866953.1	KAK9841457.1
OG0001925	KAK9849114.1, KAK9866979.1	KAK9825585.1
OG0001926	KAK9849115.1, KAK9866990.1	KAK9825617.1
OG0001927	KAK9849125.1, KAK9869073.1	KAK9819025.1
OG0001928	KAK9849132.1, KAK9867320.1	KAK9843004.1
OG0001929	KAK9849135.1	KAK9843231.1, KAK9843232.1
OG0001930	KAK9849242.1, KAK9849243.1, KAK9867871.1	
OG0001931	KAK9849246.1, KAK9852831.1	KAK9833032.1
OG0001932	KAK9849248.1, KAK9852833.1, KAK9852834.1	
OG0001933	KAK9849249.1, KAK9852830.1	KAK9832939.1
OG0001934	KAK9849263.1, KAK9863404.1	KAK9837849.1
OG0001935	KAK9849367.1, KAK9853359.1	KAK9839061.1
OG0001936	KAK9849372.1, KAK9866094.1	KAK9838861.1
OG0001937	KAK9849373.1, KAK9863840.1	KAK9834802.1
OG0001938	KAK9849497.1, KAK9849498.1	KAK9837731.1
OG0001939	KAK9849504.1, KAK9859854.1	KAK9840022.1
OG0001940	KAK9849508.1, KAK9859319.1	KAK9826665.1
OG0001941	KAK9849511.1, KAK9863485.1	KAK9841643.1
OG0001942	KAK9849512.1, KAK9865278.1	KAK9837596.1
OG0001943	KAK9849517.1, KAK9862205.1	KAK9835763.1
OG0001944	KAK9849523.1, KAK9849524.1	KAK9832441.1
OG0001945	KAK9849639.1	KAK9831552.1, KAK9831553.1
OG0001946	KAK9849642.1, KAK9865788.1	KAK9831169.1
OG0001947	KAK9849654.1	KAK9831739.1, KAK9831740.1
OG0001948	KAK9849658.1, KAK9849659.1	KAK9825944.1
OG0001949	KAK9849663.1, KAK9862400.1	KAK9826613.1
OG0001950	KAK9849666.1, KAK9849673.1	KAK9840416.1
OG0001951	KAK9849667.1, KAK9849672.1	KAK9840125.1
OG0001952	KAK9849670.1, KAK9849671.1	KAK9840282.1
OG0001953	KAK9849777.1	KAK9828207.1, KAK9828208.1
OG0001954	KAK9849780.1, KAK9853128.1	KAK9828144.1
OG0001955	KAK9849787.1, KAK9865444.1	KAK9844354.1
OG0001956	KAK9849789.1, KAK9865450.1	KAK9845113.1
OG0001957	KAK9849792.1	KAK9821480.1, KAK9821481.1
OG0001958	KAK9849798.1	KAK9817505.1, KAK9832301.1
OG0001959	KAK9849800.1, KAK9849801.1	KAK9837808.1
OG0001960	KAK9849802.1, KAK9863940.1	KAK9837871.1
OG0001961	KAK9849808.1, KAK9849809.1	KAK9843044.1
OG0001962	KAK9849810.1, KAK9865204.1	KAK9843316.1
OG0001963	KAK9849928.1, KAK9861493.1	KAK9822146.1
OG0001964	KAK9849936.1, KAK9866348.1	KAK9833807.1
OG0001965	KAK9849937.1, KAK9866341.1	KAK9833750.1
OG0001966	KAK9849938.1	KAK9833883.1, KAK9833884.1
OG0001967	KAK9849947.1, KAK9863932.1	KAK9825497.1
OG0001968	KAK9849948.1, KAK9867788.1	KAK9825481.1
OG0001969	KAK9849955.1	KAK9831798.1, KAK9831799.1
OG0001970	KAK9849960.1	KAK9844930.1, KAK9844931.1
OG0001971	KAK9850077.1, KAK9852823.1	KAK9825253.1
OG0001972	KAK9850078.1	KAK9821870.1, KAK9832296.1
OG0001973	KAK9850089.1	KAK9831567.1, KAK9841501.1
OG0001974	KAK9850098.1, KAK9864809.1	KAK9844406.1
OG0001975	KAK9850099.1, KAK9864803.1	KAK9844854.1
OG0001976	KAK9850101.1, KAK9850102.1	KAK9844704.1
OG0001977	KAK9850108.1, KAK9850109.1	KAK9816025.1
OG0001978	KAK9850111.1, KAK9867763.1	KAK9816017.1
OG0001979	KAK9850117.1	KAK9817604.1, KAK9817605.1
OG0001980	KAK9850251.1, KAK9852840.1	KAK9833747.1
OG0001981	KAK9850256.1, KAK9852841.1	KAK9833885.1
OG0001982	KAK9850261.1, KAK9868399.1	KAK9844802.1
OG0001983	KAK9850262.1, KAK9866391.1	KAK9835696.1
OG0001984	KAK9850263.1, KAK9866389.1	KAK9835839.1
OG0001985	KAK9850268.1, KAK9867271.1	KAK9820693.1
OG0001986	KAK9850270.1, KAK9867264.1	KAK9820663.1
OG0001987	KAK9850278.1, KAK9864588.1	KAK9825570.1
OG0001988	KAK9850279.1	KAK9831132.1, KAK9845058.1
OG0001989	KAK9850282.1, KAK9865058.1	KAK9831246.1
OG0001990	KAK9850287.1, KAK9866720.1	KAK9821657.1
OG0001991	KAK9850432.1, KAK9863606.1	KAK9832438.1
OG0001992	KAK9850438.1, KAK9863610.1	KAK9832243.1
OG0001993	KAK9850439.1	KAK9832188.1, KAK9839986.1
OG0001994	KAK9850448.1, KAK9861113.1	KAK9834380.1
OG0001995	KAK9850451.1, KAK9868892.1	KAK9826265.1
OG0001996	KAK9850465.1, KAK9851373.1	KAK9820719.1
OG0001997	KAK9850469.1, KAK9850470.1	KAK9839005.1
OG0001998	KAK9850599.1, KAK9863538.1	KAK9832256.1
OG0001999	KAK9850601.1, KAK9863536.1	KAK9832461.1
OG0002000	KAK9850615.1, KAK9862437.1	KAK9836628.1
OG0002001	KAK9850620.1, KAK9855489.1	KAK9818515.1
OG0002002	KAK9850621.1, KAK9863171.1	KAK9818496.1
OG0002003	KAK9850633.1, KAK9863546.1, KAK9868349.1	
OG0002004	KAK9850771.1	KAK9827007.1, KAK9827197.1
OG0002005	KAK9850778.1, KAK9865189.1	KAK9821031.1
OG0002006	KAK9850789.1	KAK9816026.1, KAK9816027.1
OG0002007	KAK9850797.1, KAK9861021.1	KAK9826980.1
OG0002008	KAK9850798.1, KAK9861024.1	KAK9827022.1
OG0002009	KAK9850799.1, KAK9861020.1	KAK9827127.1
OG0002010	KAK9850802.1, KAK9863923.1	KAK9821070.1
OG0002011	KAK9850805.1, KAK9863924.1	KAK9821039.1
OG0002012	KAK9850807.1, KAK9850808.1	KAK9816074.1
OG0002013	KAK9850963.1, KAK9867618.1	KAK9819544.1
OG0002014	KAK9850970.1	KAK9831824.1, KAK9831825.1
OG0002015	KAK9850980.1, KAK9851870.1	KAK9843106.1
OG0002016	KAK9851118.1, KAK9868703.1	KAK9841721.1
OG0002017	KAK9851121.1, KAK9868715.1	KAK9841115.1
OG0002018	KAK9851130.1, KAK9863762.1	KAK9818657.1
OG0002019	KAK9851131.1, KAK9864989.1	KAK9818618.1
OG0002020	KAK9851134.1, KAK9861236.1	KAK9830654.1
OG0002021	KAK9851141.1, KAK9851142.1	KAK9831179.1
OG0002022	KAK9851153.1	KAK9826690.1, KAK9826691.1
